StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Company_Tier
7207,6.6,0,3,0,84,4.8,Yes,Yes,78,73,Placed,Tier 3
7208,8.3,1,1,1,70,4.3,No,No,58,67,NotPlaced,
7209,8.3,2,3,2,90,4.6,Yes,Yes,78,79,Placed,Tier 2
7210,7.9,1,3,0,64,4.1,Yes,Yes,56,70,NotPlaced,
7211,8.1,1,3,2,90,4.8,Yes,Yes,85,82,Placed,Tier 2
7212,8.0,1,1,2,79,4.6,No,No,58,70,NotPlaced,
7213,7.9,0,3,2,82,4.4,Yes,Yes,74,83,Placed,Tier 2
7214,7.6,2,1,0,84,4.4,Yes,No,55,83,NotPlaced,
7215,7.5,1,1,3,77,4.4,No,Yes,55,64,NotPlaced,
7216,8.4,1,2,1,87,3.6,No,Yes,55,57,NotPlaced,
7217,8.3,0,1,1,73,4.3,No,Yes,59,71,Placed,Tier 2
7218,6.5,1,1,0,74,3.5,No,Yes,64,69,NotPlaced,
7219,7.7,1,3,2,90,4.8,Yes,Yes,77,81,Placed,Tier 2
7220,8.1,0,2,1,85,4.8,Yes,No,87,80,NotPlaced,
7221,6.5,1,1,0,84,4.0,No,Yes,62,75,NotPlaced,
7222,8.3,2,3,0,83,4.8,Yes,Yes,84,79,Placed,Tier 2
7223,7.3,1,2,0,82,4.4,Yes,No,55,65,NotPlaced,
7224,7.5,1,1,1,67,4.0,No,No,55,71,NotPlaced,
7225,7.7,1,2,0,82,4.4,No,Yes,55,69,NotPlaced,
7226,7.7,0,1,2,68,4.2,Yes,No,75,71,NotPlaced,
7227,8.2,1,3,0,90,4.4,No,Yes,70,84,NotPlaced,
7228,8.7,2,1,2,81,4.5,Yes,Yes,80,80,NotPlaced,
7229,6.5,1,1,1,70,4.3,No,No,55,75,NotPlaced,
7230,6.7,1,2,0,72,4.3,No,Yes,55,72,NotPlaced,
7231,8.0,2,2,3,82,4.0,Yes,Yes,59,82,Placed,Tier 2
7232,7.1,0,1,0,71,3.8,No,No,55,61,NotPlaced,
7233,7.4,1,1,1,75,3.5,No,No,68,83,NotPlaced,
7234,7.2,0,1,1,75,4.1,No,No,63,80,NotPlaced,
7235,8.4,1,3,0,86,4.7,Yes,Yes,79,84,Placed,Tier 2
7236,8.3,2,2,2,85,4.8,Yes,Yes,76,88,Placed,Tier 2
7237,7.7,1,2,0,77,3.9,No,Yes,69,79,NotPlaced,
7238,6.8,1,2,1,79,4.6,No,No,63,78,NotPlaced,
7239,8.2,1,3,0,80,4.6,Yes,Yes,81,71,Placed,Tier 2
7240,8.2,2,3,2,81,4.8,Yes,Yes,81,83,Placed,Tier 2
7241,8.3,2,3,2,90,4.7,Yes,Yes,63,87,Placed,Tier 2
7242,7.6,1,2,1,77,4.6,No,Yes,72,69,NotPlaced,
7243,8.6,1,3,2,88,4.8,Yes,Yes,79,88,Placed,Tier 1
7244,8.0,1,1,2,82,4.8,No,No,69,68,NotPlaced,
7245,7.6,1,1,1,88,4.0,No,Yes,59,61,NotPlaced,
7246,8.2,1,1,0,76,4.8,No,Yes,82,82,Placed,Tier 2
7247,6.5,0,1,0,64,3.9,No,Yes,62,66,NotPlaced,
7248,7.6,2,3,2,90,4.8,Yes,Yes,81,84,Placed,Tier 2
7249,8.4,0,3,2,90,4.8,Yes,Yes,75,83,Placed,Tier 2
7250,6.5,1,1,1,62,3.5,No,No,55,73,NotPlaced,
7251,7.5,2,2,0,72,4.2,Yes,Yes,77,86,Placed,Tier 2
7252,8.5,2,2,2,85,4.5,Yes,Yes,68,86,NotPlaced,
7253,7.6,1,2,0,77,4.1,No,Yes,55,58,NotPlaced,
7254,8.5,1,2,0,89,4.8,Yes,Yes,74,82,Placed,Tier 1
7255,7.5,0,1,0,76,4.0,No,Yes,55,86,NotPlaced,
7256,6.6,2,3,2,79,4.4,Yes,Yes,82,83,Placed,Tier 3
7257,8.0,2,1,1,77,3.8,No,Yes,83,64,NotPlaced,
7258,6.6,1,1,0,71,3.1,No,Yes,64,67,NotPlaced,
7259,7.5,1,1,1,72,3.8,No,Yes,55,68,NotPlaced,
7260,8.5,2,3,2,90,4.8,Yes,Yes,79,88,Placed,Tier 1
7261,6.8,2,2,0,76,4.2,No,Yes,59,65,NotPlaced,
7262,8.1,2,3,3,90,4.7,Yes,No,83,82,NotPlaced,
7263,7.6,1,3,0,87,3.9,No,Yes,66,84,NotPlaced,
7264,6.8,1,1,0,60,3.5,No,Yes,55,57,NotPlaced,
7265,7.7,1,1,1,67,3.7,No,No,55,68,NotPlaced,
7266,8.1,1,3,0,88,4.8,Yes,Yes,75,83,Placed,Tier 2
7267,7.4,1,1,0,85,3.9,No,Yes,62,68,NotPlaced,
7268,7.4,1,1,0,81,4.3,Yes,Yes,67,70,NotPlaced,
7269,7.6,0,1,0,72,3.6,No,No,55,61,NotPlaced,
7270,7.9,1,1,0,70,4.3,Yes,Yes,73,68,NotPlaced,
7271,8.2,1,3,0,90,4.8,Yes,Yes,82,72,Placed,Tier 2
7272,7.6,1,2,0,66,4.5,No,Yes,55,76,NotPlaced,
7273,6.5,1,3,0,82,4.7,Yes,Yes,55,82,Placed,Tier 3
7274,6.5,2,3,0,76,3.8,No,Yes,86,70,NotPlaced,
7275,7.6,1,1,0,64,3.4,No,No,55,59,NotPlaced,
7276,8.3,1,2,1,77,3.5,No,Yes,65,68,NotPlaced,
7277,6.5,2,3,2,87,4.8,Yes,Yes,71,84,Placed,Tier 3
7278,6.8,1,2,0,83,4.3,No,No,57,64,NotPlaced,
7279,7.6,0,3,0,80,4.4,Yes,Yes,83,74,NotPlaced,
7280,8.0,1,1,2,78,4.3,Yes,No,67,69,NotPlaced,
7281,8.2,2,3,2,90,4.8,Yes,Yes,82,84,Placed,Tier 2
7282,6.5,0,1,0,66,3.8,No,No,55,62,NotPlaced,
7283,8.3,2,3,2,90,4.8,Yes,Yes,78,84,Placed,Tier 2
7284,7.3,1,1,0,74,4.3,No,No,57,69,NotPlaced,
7285,7.8,1,1,1,76,4.8,No,No,59,70,NotPlaced,
7286,7.8,1,1,1,77,4.1,No,No,69,68,NotPlaced,
7287,8.6,1,3,2,85,4.8,Yes,Yes,78,85,Placed,Tier 1
7288,6.5,1,2,3,81,4.2,No,Yes,57,67,NotPlaced,
7289,6.9,1,1,1,81,4.0,No,Yes,70,70,Placed,Tier 3
7290,6.5,1,2,1,68,4.3,Yes,Yes,73,74,NotPlaced,
7291,8.5,2,2,2,90,4.8,Yes,Yes,78,77,Placed,Tier 1
7292,8.1,1,2,2,84,4.5,Yes,Yes,62,84,Placed,Tier 2
7293,6.7,0,1,0,76,4.2,Yes,Yes,62,66,NotPlaced,
7294,7.4,2,3,1,81,4.8,Yes,Yes,71,78,NotPlaced,
7295,7.6,1,1,2,81,4.8,No,No,84,67,NotPlaced,
7296,7.7,0,1,1,67,4.4,No,No,55,61,NotPlaced,
7297,8.0,2,3,2,90,4.5,Yes,Yes,85,82,Placed,Tier 2
7298,8.1,2,3,2,90,4.7,Yes,Yes,78,82,Placed,Tier 2
7299,6.5,2,1,1,78,3.5,No,Yes,61,67,NotPlaced,
7300,8.4,2,2,0,79,4.6,No,Yes,65,86,Placed,Tier 2
7301,7.4,1,2,1,69,4.6,No,Yes,55,68,NotPlaced,
7302,7.5,0,2,1,73,3.6,No,Yes,55,65,NotPlaced,
7303,8.1,2,3,1,90,4.7,Yes,No,74,84,Placed,Tier 2
7304,7.6,0,2,0,61,3.8,No,Yes,55,67,NotPlaced,
7305,7.0,1,1,0,76,4.8,Yes,No,70,63,Placed,Tier 2
7306,6.8,1,1,0,72,4.2,No,Yes,60,68,NotPlaced,
7307,7.8,2,2,1,79,4.6,Yes,No,79,71,NotPlaced,
7308,8.5,0,3,0,90,4.8,Yes,Yes,79,82,Placed,Tier 2
7309,6.5,1,1,0,66,4.8,Yes,No,60,64,NotPlaced,
7310,8.5,0,1,0,73,4.3,Yes,Yes,73,67,NotPlaced,
7311,8.5,1,1,2,85,4.3,Yes,Yes,57,61,NotPlaced,
7312,8.5,2,3,2,90,4.8,Yes,Yes,83,88,Placed,Tier 1
7313,6.5,1,2,0,86,4.4,Yes,Yes,55,66,NotPlaced,
7314,6.6,1,1,0,74,3.6,No,No,55,67,NotPlaced,
7315,8.5,1,3,0,88,4.7,Yes,Yes,76,83,Placed,Tier 1
7316,6.8,1,3,0,80,3.9,Yes,No,60,70,NotPlaced,
7317,8.3,2,3,2,84,4.7,Yes,Yes,68,80,Placed,Tier 2
7318,8.4,1,3,0,73,4.5,Yes,Yes,82,83,NotPlaced,
7319,8.4,1,1,2,76,3.7,No,Yes,55,60,NotPlaced,
7320,8.5,0,3,0,90,4.8,Yes,Yes,55,86,Placed,Tier 2
7321,6.5,1,1,0,71,4.3,Yes,Yes,62,70,NotPlaced,
7322,8.3,1,3,2,82,4.3,Yes,Yes,61,66,NotPlaced,
7323,8.4,1,1,1,70,4.2,No,No,62,68,NotPlaced,
7324,8.1,2,3,0,87,4.4,Yes,Yes,69,78,Placed,Tier 2
7325,7.3,1,2,1,61,4.7,Yes,Yes,68,72,NotPlaced,
7326,7.5,0,1,0,81,4.2,No,No,67,60,NotPlaced,
7327,7.4,0,2,1,75,4.1,No,Yes,78,65,Placed,Tier 2
7328,7.7,1,3,2,78,4.6,Yes,Yes,83,81,NotPlaced,
7329,6.6,1,1,0,83,4.4,No,No,55,62,NotPlaced,
7330,7.9,1,3,0,82,4.7,Yes,No,57,72,NotPlaced,
7331,8.4,0,2,2,87,4.3,Yes,Yes,77,67,NotPlaced,
7332,8.0,1,2,1,78,3.6,Yes,Yes,79,83,NotPlaced,
7333,8.0,0,3,2,90,4.1,Yes,Yes,59,86,NotPlaced,
7334,8.3,1,3,2,90,4.8,Yes,Yes,75,85,Placed,Tier 2
7335,7.8,0,1,0,74,4.5,No,No,55,69,NotPlaced,
7336,7.8,1,2,1,68,3.9,No,No,61,63,NotPlaced,
7337,7.6,1,1,2,89,4.8,No,Yes,76,86,NotPlaced,
7338,6.6,1,2,0,81,4.5,Yes,Yes,62,64,Placed,Tier 3
7339,7.4,0,3,1,83,4.3,Yes,Yes,82,68,Placed,Tier 2
7340,7.6,1,3,2,90,4.8,Yes,Yes,74,83,NotPlaced,
7341,6.6,0,1,2,81,4.3,No,Yes,67,72,NotPlaced,
7342,8.3,1,1,0,90,4.3,Yes,Yes,77,80,NotPlaced,
7343,8.5,0,1,1,64,3.8,Yes,No,56,81,NotPlaced,
7344,7.4,1,2,1,61,4.4,Yes,Yes,62,69,Placed,Tier 3
7345,8.3,2,3,2,90,4.8,Yes,Yes,84,88,Placed,Tier 2
7346,7.7,1,1,0,82,3.8,Yes,Yes,82,87,Placed,Tier 2
7347,8.2,2,3,0,76,4.2,Yes,Yes,72,67,Placed,Tier 2
7348,8.1,2,3,2,90,4.8,Yes,Yes,75,84,Placed,Tier 2
7349,8.3,2,3,3,89,4.8,Yes,No,74,77,NotPlaced,
7350,7.7,1,1,1,76,4.6,Yes,Yes,59,82,NotPlaced,
7351,8.3,1,3,2,89,4.8,Yes,Yes,81,85,Placed,Tier 2
7352,7.5,0,3,2,85,4.5,No,Yes,75,73,Placed,Tier 2
7353,8.3,0,3,0,86,4.3,Yes,No,56,65,NotPlaced,
7354,8.0,1,3,1,75,4.2,Yes,Yes,76,84,NotPlaced,
7355,7.5,1,2,0,66,4.2,No,Yes,55,65,NotPlaced,
7356,8.0,1,1,0,90,4.4,No,Yes,74,62,NotPlaced,
7357,7.7,2,2,2,85,4.7,Yes,Yes,83,82,Placed,Tier 2
7358,8.1,1,3,0,87,4.7,Yes,Yes,83,85,Placed,Tier 2
7359,7.3,1,1,0,83,3.7,No,No,55,62,NotPlaced,
7360,6.5,0,2,1,81,4.8,Yes,Yes,55,69,NotPlaced,
7361,7.3,1,1,0,70,4.3,No,Yes,63,76,NotPlaced,
7362,7.8,0,2,2,80,3.9,Yes,Yes,55,67,NotPlaced,
7363,6.7,0,1,0,78,3.0,No,No,55,65,NotPlaced,
7364,7.5,1,1,1,66,4.1,No,Yes,56,69,NotPlaced,
7365,7.6,2,3,1,87,4.4,No,No,63,65,NotPlaced,
7366,6.8,1,1,0,68,4.2,No,Yes,55,63,NotPlaced,
7367,7.2,1,3,3,88,4.6,No,Yes,76,84,Placed,Tier 2
7368,7.4,1,1,1,73,3.6,No,Yes,62,63,NotPlaced,
7369,8.0,2,3,0,88,4.5,Yes,No,77,84,NotPlaced,
7370,7.3,1,1,1,74,4.8,No,No,55,66,NotPlaced,
7371,6.5,1,1,0,86,4.2,Yes,Yes,65,65,NotPlaced,
7372,8.5,2,3,2,87,4.6,Yes,Yes,73,86,Placed,Tier 1
7373,6.6,1,1,0,73,4.5,Yes,No,72,66,NotPlaced,
7374,8.4,1,2,0,90,4.8,Yes,Yes,78,86,Placed,Tier 2
7375,8.4,1,3,1,85,4.8,Yes,Yes,55,80,NotPlaced,
7376,8.3,0,1,2,81,4.4,Yes,Yes,76,81,Placed,Tier 2
7377,6.6,1,1,0,78,4.6,No,Yes,55,67,NotPlaced,
7378,7.7,2,2,0,71,4.0,No,Yes,55,72,Placed,Tier 2
7379,8.5,1,3,2,86,4.5,Yes,Yes,89,77,Placed,Tier 1
7380,7.7,1,2,0,74,4.7,Yes,Yes,69,71,Placed,Tier 2
7381,8.5,0,3,2,90,4.6,No,Yes,74,72,Placed,Tier 2
7382,7.5,0,1,1,74,4.0,No,Yes,55,69,NotPlaced,
7383,8.4,2,3,2,90,4.5,Yes,Yes,75,80,Placed,Tier 2
7384,6.6,1,2,0,70,4.0,No,No,55,62,NotPlaced,
7385,8.6,2,3,2,90,4.8,Yes,Yes,81,87,Placed,Tier 1
7386,8.7,2,3,2,90,4.8,Yes,Yes,79,87,Placed,Tier 1
7387,8.2,2,3,2,87,4.8,Yes,Yes,72,88,Placed,Tier 2
7388,8.0,2,3,2,90,4.7,Yes,Yes,78,80,Placed,Tier 2
7389,8.4,0,1,1,64,3.6,Yes,Yes,64,65,NotPlaced,
7390,8.2,0,3,1,90,4.8,Yes,No,61,75,NotPlaced,
7391,7.5,1,1,0,71,3.6,No,No,60,65,NotPlaced,
7392,8.5,2,3,2,90,4.7,Yes,Yes,74,86,Placed,Tier 1
7393,7.8,1,3,1,89,4.8,Yes,Yes,75,85,Placed,Tier 2
7394,7.7,0,1,0,83,4.7,Yes,Yes,78,84,NotPlaced,
7395,8.3,1,2,0,80,3.6,No,Yes,72,63,NotPlaced,
7396,7.1,1,3,1,77,4.2,Yes,Yes,62,60,NotPlaced,
7397,7.2,1,2,2,75,4.2,No,Yes,65,69,NotPlaced,
7398,8.0,2,3,2,90,4.8,Yes,Yes,81,87,Placed,Tier 2
7399,7.9,2,3,2,84,4.7,Yes,Yes,72,86,Placed,Tier 2
7400,7.8,1,3,2,78,4.8,Yes,No,84,66,NotPlaced,
7401,7.9,1,1,0,89,4.5,Yes,Yes,78,81,Placed,Tier 2
7402,6.7,1,1,0,73,3.5,Yes,Yes,55,63,NotPlaced,
7403,8.1,0,3,2,82,4.8,Yes,No,82,83,Placed,Tier 2
7404,7.5,2,3,0,81,4.8,Yes,Yes,80,80,Placed,Tier 2
7405,6.5,1,1,2,68,4.2,No,No,68,64,NotPlaced,
7406,7.5,0,1,0,65,3.9,No,No,55,65,NotPlaced,
7407,6.7,1,1,2,74,4.3,Yes,No,62,72,Placed,Tier 3
7408,7.6,2,1,0,70,4.4,No,Yes,57,66,NotPlaced,
7409,6.8,1,1,0,82,4.6,No,Yes,58,75,Placed,Tier 3
7410,7.8,2,2,2,80,4.6,Yes,Yes,90,79,Placed,Tier 2
7411,7.6,1,1,0,60,3.6,No,No,55,64,NotPlaced,
7412,8.1,2,3,2,90,4.7,Yes,Yes,79,88,Placed,Tier 2
7413,7.4,0,1,1,69,4.3,No,Yes,55,76,NotPlaced,
7414,7.6,1,1,0,63,3.3,No,No,63,72,NotPlaced,
7415,7.6,1,2,3,81,4.0,No,Yes,55,83,NotPlaced,
7416,8.3,1,3,2,85,4.7,Yes,Yes,71,86,NotPlaced,
7417,8.3,1,3,2,90,4.8,Yes,Yes,69,88,Placed,Tier 2
7418,7.5,1,1,1,72,4.5,No,Yes,59,65,NotPlaced,
7419,7.5,1,1,1,77,4.4,Yes,No,70,67,NotPlaced,
7420,6.5,1,1,0,67,3.9,No,No,84,66,NotPlaced,
7421,7.7,1,1,0,65,3.9,No,No,55,72,NotPlaced,
7422,8.1,1,3,2,89,4.7,Yes,Yes,71,80,NotPlaced,
7423,7.5,0,1,1,66,4.1,Yes,Yes,58,67,NotPlaced,
7424,6.5,0,3,1,69,4.5,No,No,57,63,NotPlaced,
7425,6.5,1,1,0,60,3.5,No,Yes,59,74,NotPlaced,
7426,7.5,0,1,0,64,4.4,No,Yes,67,69,NotPlaced,
7427,8.2,1,3,2,88,4.8,Yes,Yes,75,82,Placed,Tier 2
7428,8.1,1,2,2,83,4.8,Yes,Yes,81,82,Placed,Tier 2
7429,7.4,1,2,0,71,4.6,No,No,63,68,NotPlaced,
7430,8.3,2,3,1,80,4.6,Yes,No,55,80,NotPlaced,
7431,8.0,1,1,1,80,4.2,No,Yes,74,68,NotPlaced,
7432,8.7,2,3,0,82,4.8,Yes,Yes,78,83,Placed,Tier 2
7433,7.1,1,1,0,69,3.6,Yes,Yes,55,70,NotPlaced,
7434,7.3,1,1,0,69,3.7,No,Yes,56,70,NotPlaced,
7435,7.4,1,1,1,66,3.5,No,Yes,55,70,NotPlaced,
7436,7.7,1,2,1,70,4.8,Yes,Yes,74,85,NotPlaced,
7437,6.5,0,1,0,74,4.2,No,No,64,72,NotPlaced,
7438,8.9,2,3,2,90,4.8,Yes,Yes,72,84,Placed,Tier 1
7439,8.2,1,3,0,80,4.3,Yes,Yes,79,68,Placed,Tier 2
7440,8.1,0,2,0,84,4.0,Yes,Yes,68,69,NotPlaced,
7441,7.2,1,1,0,69,4.1,Yes,No,64,73,NotPlaced,
7442,7.9,0,3,1,82,4.0,No,Yes,82,67,Placed,Tier 2
7443,6.5,1,2,0,61,4.5,No,No,75,68,NotPlaced,
7444,7.6,1,3,3,79,4.2,No,Yes,61,70,NotPlaced,
7445,8.2,2,3,2,85,4.0,Yes,Yes,85,88,Placed,Tier 2
7446,6.8,1,1,1,64,3.3,No,No,55,68,NotPlaced,
7447,6.5,1,1,0,61,3.5,No,Yes,61,69,NotPlaced,
7448,7.7,1,1,1,75,3.5,No,No,71,66,Placed,Tier 2
7449,7.6,1,2,1,67,4.6,No,Yes,61,67,NotPlaced,
7450,7.5,1,2,0,78,3.9,No,No,66,68,NotPlaced,
7451,6.5,1,1,1,73,4.5,No,No,55,59,NotPlaced,
7452,7.4,1,1,1,69,4.2,Yes,No,60,69,NotPlaced,
7453,8.0,1,2,1,82,4.8,Yes,Yes,79,80,Placed,Tier 2
7454,7.5,2,3,0,84,4.5,Yes,Yes,71,68,NotPlaced,
7455,8.7,0,3,2,88,4.7,Yes,Yes,74,86,Placed,Tier 2
7456,7.8,1,2,0,73,4.5,Yes,Yes,83,75,NotPlaced,
7457,7.4,1,1,0,69,3.9,No,No,62,74,NotPlaced,
7458,8.2,2,3,2,88,4.3,Yes,No,70,88,Placed,Tier 2
7459,8.9,1,2,1,84,4.1,Yes,Yes,68,62,NotPlaced,
7460,7.5,1,2,2,78,4.5,No,Yes,75,70,Placed,Tier 2
7461,7.1,1,1,1,71,4.2,Yes,Yes,65,69,NotPlaced,
7462,8.1,0,3,2,90,4.8,Yes,Yes,79,86,Placed,Tier 2
7463,7.5,0,1,2,72,4.4,No,Yes,55,69,NotPlaced,
7464,7.7,1,3,2,90,4.6,No,Yes,81,79,Placed,Tier 2
7465,8.3,0,2,0,90,4.6,Yes,Yes,75,82,Placed,Tier 2
7466,6.5,1,1,1,76,3.8,No,Yes,60,68,NotPlaced,
7467,8.4,1,2,2,86,4.2,Yes,Yes,80,82,NotPlaced,
7468,6.5,2,1,1,86,3.7,Yes,Yes,58,68,NotPlaced,
7469,8.5,0,2,2,85,4.1,Yes,Yes,59,82,Placed,Tier 2
7470,7.8,1,1,0,86,4.6,No,Yes,59,69,NotPlaced,
7471,8.2,1,3,1,79,4.6,Yes,Yes,73,84,NotPlaced,
7472,7.6,1,2,0,70,3.6,No,Yes,56,66,NotPlaced,
7473,6.5,2,1,0,78,4.4,No,Yes,75,65,NotPlaced,
7474,7.4,1,1,1,62,4.8,Yes,Yes,55,71,NotPlaced,
7475,8.5,1,3,2,86,4.7,Yes,Yes,73,83,Placed,Tier 1
7476,7.7,1,2,1,76,4.1,No,Yes,56,69,NotPlaced,
7477,8.1,1,2,0,86,4.8,No,Yes,82,63,NotPlaced,
7478,6.9,2,2,0,68,3.2,No,Yes,55,65,NotPlaced,
7479,7.7,0,2,0,72,4.5,No,Yes,63,87,NotPlaced,
7480,7.5,1,1,0,81,3.6,No,Yes,56,71,NotPlaced,
7481,8.3,2,3,2,90,4.2,Yes,Yes,71,81,Placed,Tier 2
7482,7.6,1,1,0,73,4.2,No,No,56,66,NotPlaced,
7483,7.7,1,2,1,74,4.6,Yes,Yes,64,57,Placed,Tier 2
7484,8.4,1,2,1,77,4.0,Yes,Yes,79,84,NotPlaced,
7485,7.5,1,2,0,70,4.2,No,Yes,55,72,Placed,Tier 2
7486,7.4,1,1,0,81,4.6,No,No,83,81,NotPlaced,
7487,6.9,1,1,1,61,4.6,Yes,Yes,55,64,NotPlaced,
7488,8.1,1,2,0,84,4.3,No,No,58,80,Placed,Tier 2
7489,8.0,0,2,0,85,3.8,Yes,Yes,75,69,NotPlaced,
7490,6.5,1,1,1,81,4.8,No,Yes,58,77,NotPlaced,
7491,8.4,1,1,2,81,4.6,Yes,Yes,70,70,Placed,Tier 2
7492,7.5,1,1,1,65,4.5,No,No,55,67,NotPlaced,
7493,7.7,1,3,0,74,4.3,Yes,Yes,75,86,NotPlaced,
7494,8.3,2,3,2,90,4.8,Yes,Yes,78,80,Placed,Tier 2
7495,6.5,0,3,0,77,3.6,Yes,No,60,74,NotPlaced,
7496,7.6,1,1,1,89,4.8,Yes,Yes,55,84,Placed,Tier 2
7497,7.4,0,1,1,70,4.3,No,Yes,55,69,NotPlaced,
7498,6.6,1,1,0,73,3.1,No,No,58,61,NotPlaced,
7499,6.5,1,1,1,70,4.1,No,No,65,66,NotPlaced,
7500,8.2,1,2,1,79,4.4,Yes,Yes,83,65,Placed,Tier 2
7501,6.5,1,2,1,74,3.9,No,Yes,56,68,NotPlaced,
7502,6.7,1,1,0,74,4.4,Yes,Yes,55,69,NotPlaced,
7503,8.8,2,3,2,90,4.7,Yes,Yes,74,86,Placed,Tier 1
7504,8.0,2,3,2,87,3.7,Yes,Yes,72,83,Placed,Tier 2
7505,6.7,1,2,0,73,3.4,No,Yes,55,59,NotPlaced,
7506,8.8,0,2,1,78,4.5,Yes,Yes,78,71,NotPlaced,
7507,7.5,1,1,0,74,3.5,No,Yes,60,68,Placed,Tier 2
7508,7.9,1,2,0,64,3.7,Yes,No,62,64,NotPlaced,
7509,8.2,2,2,3,84,4.8,Yes,Yes,79,80,NotPlaced,
7510,7.8,2,2,2,79,4.5,Yes,No,72,86,NotPlaced,
7511,6.5,1,3,2,75,3.8,Yes,Yes,79,67,NotPlaced,
7512,8.2,0,1,1,64,3.9,No,Yes,55,82,NotPlaced,
7513,6.9,1,2,1,74,4.0,Yes,Yes,59,66,NotPlaced,
7514,8.5,0,3,2,88,4.5,Yes,Yes,85,88,Placed,Tier 2
7515,7.4,1,1,1,70,4.0,Yes,Yes,57,72,NotPlaced,
7516,8.1,2,3,2,90,4.8,Yes,No,79,88,Placed,Tier 2
7517,7.8,0,1,0,71,3.7,No,No,55,62,NotPlaced,
7518,6.5,1,2,0,81,4.1,Yes,Yes,56,81,NotPlaced,
7519,8.4,0,1,1,78,3.8,Yes,No,64,68,NotPlaced,
7520,7.8,1,1,1,85,4.8,Yes,Yes,82,83,Placed,Tier 2
7521,7.9,1,3,2,87,4.8,Yes,Yes,82,88,Placed,Tier 2
7522,6.5,1,1,0,82,4.3,No,Yes,57,70,NotPlaced,
7523,8.0,2,3,0,90,4.5,Yes,Yes,85,79,Placed,Tier 2
7524,8.1,2,3,2,83,4.5,Yes,Yes,83,82,Placed,Tier 2
7525,7.4,1,1,2,63,3.6,No,Yes,62,72,NotPlaced,
7526,8.1,2,3,0,89,4.1,Yes,No,81,67,NotPlaced,
7527,7.8,1,3,2,90,4.8,Yes,Yes,58,78,Placed,Tier 2
7528,6.6,2,1,0,67,3.9,No,No,55,74,NotPlaced,
7529,7.3,1,1,2,82,4.0,Yes,Yes,59,75,NotPlaced,
7530,8.3,1,1,2,90,4.5,Yes,Yes,79,81,Placed,Tier 2
7531,6.5,1,1,0,70,4.1,No,No,65,72,NotPlaced,
7532,8.4,2,3,2,90,4.8,Yes,Yes,76,85,Placed,Tier 2
7533,7.7,1,3,0,75,4.0,Yes,Yes,78,81,Placed,Tier 2
7534,6.5,2,3,2,71,3.8,Yes,Yes,66,80,Placed,Tier 3
7535,7.6,1,3,2,79,3.8,Yes,Yes,75,88,Placed,Tier 2
7536,8.5,1,2,0,84,4.5,Yes,Yes,77,81,NotPlaced,
7537,6.5,2,2,2,80,4.6,Yes,Yes,81,72,Placed,Tier 3
7538,6.7,1,1,0,71,4.1,No,No,60,68,NotPlaced,
7539,7.5,1,1,1,66,4.0,No,Yes,61,72,NotPlaced,
7540,7.5,0,2,1,82,4.2,Yes,Yes,80,85,NotPlaced,
7541,7.9,1,2,0,77,4.2,No,Yes,75,63,NotPlaced,
7542,7.7,1,3,2,85,4.5,Yes,Yes,76,81,NotPlaced,
7543,7.8,2,3,1,90,4.0,Yes,Yes,81,84,NotPlaced,
7544,8.6,2,3,2,90,4.8,Yes,Yes,73,68,Placed,Tier 1
7545,8.1,2,3,2,85,4.8,Yes,Yes,83,84,Placed,Tier 2
7546,6.6,1,1,0,77,3.8,No,Yes,59,71,NotPlaced,
7547,8.0,2,3,2,87,4.8,Yes,Yes,75,81,Placed,Tier 2
7548,8.6,1,3,2,90,4.5,Yes,Yes,72,83,Placed,Tier 1
7549,8.3,1,3,2,90,4.7,Yes,Yes,76,80,Placed,Tier 2
7550,8.0,2,1,0,90,4.7,Yes,Yes,83,85,Placed,Tier 2
7551,7.5,1,2,0,82,4.1,No,No,64,61,NotPlaced,
7552,7.8,0,1,0,63,4.2,No,Yes,56,70,NotPlaced,
7553,7.5,0,2,0,81,3.6,No,Yes,55,68,Placed,Tier 2
7554,7.8,1,1,1,63,4.1,No,Yes,55,67,NotPlaced,
7555,6.7,1,1,0,66,4.3,Yes,No,55,71,NotPlaced,
7556,7.6,1,3,1,81,3.9,Yes,Yes,82,84,Placed,Tier 2
7557,7.6,0,2,1,77,4.7,Yes,Yes,76,65,NotPlaced,
7558,8.1,1,3,2,85,4.5,Yes,No,76,87,NotPlaced,
7559,8.2,1,2,2,81,4.8,Yes,Yes,75,87,Placed,Tier 2
7560,7.6,1,2,0,74,4.1,No,Yes,67,69,NotPlaced,
7561,7.5,1,1,1,69,3.9,No,Yes,59,66,NotPlaced,
7562,7.3,1,2,1,88,4.8,No,No,55,74,NotPlaced,
7563,6.7,0,2,0,75,4.2,No,Yes,55,64,NotPlaced,
7564,8.7,0,1,0,87,4.8,Yes,No,77,79,Placed,Tier 2
7565,8.0,2,1,2,88,4.7,Yes,Yes,62,66,Placed,Tier 2
7566,8.3,0,1,0,69,4.3,Yes,No,68,63,NotPlaced,
7567,7.6,0,3,1,81,4.6,Yes,Yes,61,71,NotPlaced,
7568,6.5,2,1,0,86,3.4,No,Yes,55,64,NotPlaced,
